,position,birth_country,weight,birth_state,name_display_first_last,college,height_inches,name_display_roster,sport_code,bats,name_first,team_code,birth_city,height_feet,pro_debut_date,team_full,team_abbrev,birth_date,throws,league,name_display_last_first,position_id,high_school,name_use,player_id,name_last,team_id,service_years,active_sw
24,P,USA,243,MS,Brandon Woodruff,Mississippi State,4,Woodruff,mlb,L,Brandon,mil,Tupelo,6,2017-08-04T00:00:00,Milwaukee Brewers,MIL,1993-02-10T00:00:00,R,NL,"Woodruff, Brandon",1,"Wheeler, MS",Brandon,605540,Woodruff,158,,Y
25,P,USA,205,HI,Kirby Yates,"Yavapai JC, AZ",10,Yates,mlb,L,Kirby,tor,Lihue,5,2014-06-07T00:00:00,Toronto Blue Jays,TOR,1987-03-25T00:00:00,R,AL,"Yates, Kirby",1,"Kauai, Lihue, HI",Kirby,489446,Yates,141,,Y
26,P,USA,235,VA,Justin Verlander,Old Dominion,5,Verlander,mlb,R,Justin,hou,Manakin-Sabot,6,2005-07-04T00:00:00,Houston Astros,HOU,1983-02-20T00:00:00,R,AL,"Verlander, Justin",1,"Goochland, VA",Justin,434378,Verlander,117,,Y
27,P,South Korea,255,,Hyun Jin Ryu,,3,Ryu,mlb,R,Hyun Jin,tor,Incheon,6,2013-04-02T00:00:00,Toronto Blue Jays,TOR,1987-03-25T00:00:00,L,AL,"Ryu, Hyun Jin",1,,Hyun Jin,547943,Ryu,141,,Y
28,P,USA,220,NY,Patrick Corbin,"Chipola JC, FL",4,Corbin,mlb,L,Patrick,was,Clay,6,2012-04-30T00:00:00,Washington Nationals,WSH,1989-07-19T00:00:00,L,NL,"Corbin, Patrick",1,"Cicero-North Syracuse, Cicero, NY",Patrick,571578,Corbin,120,,Y
29,P,USA,180,FL,Jacob deGrom,Stetson,4,deGrom,mlb,L,Jacob,nyn,DeLand,6,2014-05-15T00:00:00,New York Mets,NYM,1988-06-19T00:00:00,R,NL,"deGrom, Jacob",1,"Cavalry Christian Academy, Ormond Beach, FL",Jacob,594798,deGrom,121,,Y
30,P,USA,204,SD,Sean Doolittle,Virginia,2,Doolittle,mlb,L,Sean,cin,Rapid City,6,2012-06-05T00:00:00,Cincinnati Reds,CIN,1986-09-26T00:00:00,L,NL,"Doolittle, Sean",1,"Shawnee, Medford, NJ",Sean,448281,Doolittle,113,,Y
31,P,USA,195,IL,Mike Foltynewicz,,4,Foltynewicz,mlb,R,Mike,tex,Sterling,6,2014-08-02T00:00:00,Texas Rangers,TEX,1991-10-07T00:00:00,R,AL,"Foltynewicz, Mike",1,"Minooka Community, Minooka, IL",Mike,592314,Foltynewicz,140,,Y
32,P,USA,200,FL,Zack Greinke,,2,Greinke,mlb,R,Zack,hou,Orlando,6,2004-05-22T00:00:00,Houston Astros,HOU,1983-10-21T00:00:00,R,AL,"Greinke, Zack",1,"Apopka, FL",Zack,425844,Greinke,117,,Y
33,P,USA,180,MD,Josh Hader,,3,Hader,mlb,L,Josh,mil,Millersville,6,2017-06-10T00:00:00,Milwaukee Brewers,MIL,1994-04-07T00:00:00,L,NL,"Hader, Josh",1,"Old Mill, Millersville, MD",Josh,623352,Hader,158,,Y
34,P,USA,224,MN,Brad Hand,,3,Hand,mlb,L,Brad,tor,Minneapolis,6,2011-06-07T00:00:00,Toronto Blue Jays,TOR,1990-03-20T00:00:00,L,AL,"Hand, Brad",1,"Chaska, MN",Brad,543272,Hand,141,,Y
35,P,Curacao,265,,Kenley Jansen,,5,"Jansen, K",mlb,S,Kenley,lan,Willemstad,6,2010-07-24T00:00:00,Los Angeles Dodgers,LAD,1987-09-30T00:00:00,R,NL,"Jansen, Kenley",1,,Kenley,445276,Jansen,119,,Y
36,P,USA,205,VA,Jeremy Jeffress,,0,Jeffress,mlb,R,Jeremy,was,South Boston,6,2010-09-01T00:00:00,Washington Nationals,WSH,1987-09-21T00:00:00,R,NL,"Jeffress, Jeremy",1,"Halifax County, South Boston, VA",Jeremy,502026,Jeffress,120,,Y
37,P,USA,249,WA,Jon Lester,,4,Lester,mlb,L,Jon,sln,Tacoma,6,2006-06-10T00:00:00,St. Louis Cardinals,STL,1984-01-07T00:00:00,L,NL,"Lester, Jon",1,"Bellarmine Prep, Tacoma, WA",Jon,452657,Lester,138,,Y
38,P,USA,230,FL,Miles Mikolas,"Nova Southeastern, Fort Lauderdale, FL",4,Mikolas,mlb,R,Miles,sln,Jupiter,6,2012-05-05T00:00:00,St. Louis Cardinals,STL,1988-08-23T00:00:00,R,NL,"Mikolas, Miles",1,"Jupiter Community, Jupiter, FL",Miles,571945,Mikolas,138,,Y
39,P,USA,200,LA,Aaron Nola,Louisiana State,2,Nola,mlb,R,Aaron,phi,Baton Rouge,6,2015-07-21T00:00:00,Philadelphia Phillies,PHI,1993-06-04T00:00:00,R,NL,"Nola, Aaron",1,"Catholic, Baton Rouge, LA",Aaron,605400,Nola,143,,Y
40,P,Venezuela,225,,Felipe Vazquez,,2,Vazquez,mlb,L,Felipe,pit,San Felipe,6,2015-04-17T00:00:00,Pittsburgh Pirates,PIT,1991-07-05T00:00:00,L,NL,"Vazquez, Felipe",1,,Felipe,553878,Vazquez,134,,Y
41,P,USA,220,PA,Ross Stripling,Texas A&M,3,Stripling,mlb,R,Ross,tor,Bluebell,6,2016-04-08T00:00:00,Toronto Blue Jays,TOR,1989-11-23T00:00:00,R,AL,"Stripling, Ross",1,"Carroll, Southlake, TX",Ross,548389,Stripling,141,,Y
42,P,USA,208,MO,Max Scherzer,Missouri,3,Scherzer,mlb,R,Max,lan,St. Louis,6,2008-04-29T00:00:00,Los Angeles Dodgers,LAD,1984-07-27T00:00:00,R,NL,"Scherzer, Max",1,"Parkway Central, Chesterfield, MO",Max,453286,Scherzer,119,,Y
43,P,USA,183,FL,Chris Sale,Florida Gulf Coast,6,Sale,mlb,L,Chris,bos,Lakeland,6,2010-08-06T00:00:00,Boston Red Sox,BOS,1989-03-30T00:00:00,L,AL,"Sale, Chris",1,"Lakeland, FL",Chris,519242,Sale,111,,Y
44,P,USA,205,CA,Trevor Bauer,UCLA,1,Bauer,mlb,R,Trevor,lan,North Hollywood,6,2012-06-28T00:00:00,Los Angeles Dodgers,LAD,1991-01-17T00:00:00,R,NL,"Bauer, Trevor",1,"Hart, Newhall, CA",Trevor,545333,Bauer,119,,Y
45,P,Puerto Rico,205,,Jose Berrios,,0,Berrios,mlb,R,Jose,tor,Bayamon,6,2016-04-27T00:00:00,Toronto Blue Jays,TOR,1994-05-27T00:00:00,R,AL,"Berrios, Jose",1,"Papa Juan XXIII, Bayamon, PR",Jose,621244,Berrios,141,,Y
46,P,Cuba,218,,Aroldis Chapman,,4,"Chapman, A",mlb,L,Aroldis,nya,Holguin,6,2010-08-31T00:00:00,New York Yankees,NYY,1988-02-28T00:00:00,L,AL,"Chapman, Aroldis",1,,Aroldis,547973,Chapman,147,,Y
47,P,USA,220,CA,Gerrit Cole,UCLA,4,"Cole, G",mlb,R,Gerrit,nya,Newport Beach,6,2013-06-11T00:00:00,New York Yankees,NYY,1990-09-08T00:00:00,R,AL,"Cole, Gerrit",1,"Orange Lutheran, Orange, CA",Gerrit,543037,Cole,147,,Y
48,P,Puerto Rico,165,,Edwin Diaz,,3,"Diaz, E",mlb,R,Edwin,nyn,Naguabo,6,2016-06-06T00:00:00,New York Mets,NYM,1994-03-22T00:00:00,R,NL,"Diaz, Edwin",1,"Caguas Military Academy, Gurabo, PR",Edwin,621242,Diaz,121,,Y
49,P,USA,205,IL,J.A. Happ,Northwestern,5,"Happ, J",mlb,L,J.A.,sln,Peru,6,2007-06-30T00:00:00,St. Louis Cardinals,STL,1982-10-19T00:00:00,L,NL,"Happ, J.A.",1,"Saint Bede Academy, Peru, IL",J.A.,457918,Happ,138,,Y
50,P,Puerto Rico,277,,Joe Jimenez,,3,"Jimenez, J",mlb,R,Joe,det,San Juan,6,2017-04-13T00:00:00,Detroit Tigers,DET,1995-01-17T00:00:00,R,AL,"Jimenez, Joe",1,"Puerto Rico Baseball Academy, Gurabo, PR",Joe,641729,Jimenez,116,,Y
51,P,USA,215,AL,Craig Kimbrel,Wallace State CC,0,Kimbrel,mlb,R,Craig,cha,Huntsville,6,2010-05-07T00:00:00,Chicago White Sox,CWS,1988-05-28T00:00:00,R,AL,"Kimbrel, Craig",1,"Robert E. Lee, Huntsville, AL",Craig,518886,Kimbrel,145,,Y
52,P,USA,215,AL,Corey Kluber,Stetson,4,Kluber,mlb,R,Corey,nya,Birmingham,6,2011-09-01T00:00:00,New York Yankees,NYY,1986-04-10T00:00:00,R,AL,"Kluber, Corey",1,"Coppell, TX",Corey,446372,Kluber,147,,Y
53,P,USA,215,NJ,Charlie Morton,,5,Morton,mlb,R,Charlie,atl,Flemington,6,2008-06-14T00:00:00,Atlanta Braves,ATL,1983-11-12T00:00:00,R,NL,"Morton, Charlie",1,"Joel Barlow, Redding, CT",Charlie,450203,Morton,144,,Y
54,P,Dominican Republic,218,,Luis Severino,,2,"Severino, L",mlb,R,Luis,nya,Sabana de la Mar,6,2015-08-05T00:00:00,New York Yankees,NYY,1994-02-20T00:00:00,R,AL,"Severino, Luis",1,,Luis,622663,Severino,147,,Y
55,P,USA,225,WA,Blake Snell,,4,Snell,mlb,L,Blake,sdn,Seattle,6,2016-04-23T00:00:00,San Diego Padres,SD,1992-12-04T00:00:00,L,NL,"Snell, Blake",1,"Shorewood, Shoreline, WA",Blake,605483,Snell,135,,Y
56,P,USA,225,KS,Blake Treinen,South Dakota State,5,Treinen,mlb,R,Blake,lan,Wichita,6,2014-04-12T00:00:00,Los Angeles Dodgers,LAD,1988-06-30T00:00:00,R,NL,"Treinen, Blake",1,"Osage City, KS",Blake,595014,Treinen,119,,Y
57,P,USA,235,VA,Justin Verlander,Old Dominion,5,Verlander,mlb,R,Justin,hou,Manakin-Sabot,6,2005-07-04T00:00:00,Houston Astros,HOU,1983-02-20T00:00:00,R,AL,"Verlander, Justin",1,"Goochland, VA",Justin,434378,Verlander,117,,Y
58,P,USA,225,FL,Wade Davis,,5,"Davis, W",mlb,R,Wade,kca,Lake Wales,6,2009-09-06T00:00:00,Kansas City Royals,KC,1985-09-07T00:00:00,R,AL,"Davis, Wade",1,"Lake Wales, FL",Wade,451584,Davis,118,,Y
59,P,USA,200,FL,Zack Greinke,,2,Greinke,mlb,R,Zack,hou,Orlando,6,2004-05-22T00:00:00,Houston Astros,HOU,1983-10-21T00:00:00,R,AL,"Greinke, Zack",1,"Apopka, FL",Zack,425844,Greinke,117,,Y
60,P,USA,224,MN,Brad Hand,,3,Hand,mlb,L,Brad,tor,Minneapolis,6,2011-06-07T00:00:00,Toronto Blue Jays,TOR,1990-03-20T00:00:00,L,AL,"Hand, Brad",1,"Chaska, MN",Brad,543272,Hand,141,,Y
61,P,USA,210,NC,Greg Holland,Western Carolina,10,"Holland, G",mlb,R,Greg,kca,Marion,5,2010-08-02T00:00:00,Kansas City Royals,KC,1985-11-20T00:00:00,R,AL,"Holland, Greg",1,"McDowell, Marion, NC",Greg,518813,Holland,118,,Y
62,P,Curacao,265,,Kenley Jansen,,5,"Jansen, K",mlb,S,Kenley,lan,Willemstad,6,2010-07-24T00:00:00,Los Angeles Dodgers,LAD,1987-09-30T00:00:00,R,NL,"Jansen, Kenley",1,,Kenley,445276,Jansen,119,,Y
63,P,USA,225,TX,Clayton Kershaw,,4,Kershaw,mlb,L,Clayton,lan,Dallas,6,2008-05-25T00:00:00,Los Angeles Dodgers,LAD,1988-03-19T00:00:00,L,NL,"Kershaw, Clayton",1,"Highland Park, Dallas, TX",Clayton,477132,Kershaw,119,,Y
64,P,USA,224,TX,Corey Knebel,Texas,3,Knebel,mlb,R,Corey,lan,Denton,6,2014-05-24T00:00:00,Los Angeles Dodgers,LAD,1991-11-26T00:00:00,R,NL,"Knebel, Corey",1,"Georgetown, TX",Corey,608349,Knebel,119,,Y
65,P,Dominican Republic,200,,Carlos Martinez,,0,Martinez,mlb,R,Carlos,sln,Puerto Plata,6,2013-05-03T00:00:00,St. Louis Cardinals,STL,1991-09-21T00:00:00,R,NL,"Martinez, Carlos",1,,Carlos,593372,Martinez,138,,Y
66,P,USA,220,WI,Pat Neshek,Butler,3,Neshek,mlb,S,Pat,phi,Madison,6,2006-07-07T00:00:00,Philadelphia Phillies,PHI,1980-09-04T00:00:00,R,NL,"Neshek, Pat",1,"Park Center, Brooklyn Park, MN",Pat,450212,Neshek,143,,Y
67,P,USA,215,TN,Robbie Ray,,2,Ray,mlb,L,Robbie,tor,Brentwood,6,2014-05-06T00:00:00,Toronto Blue Jays,TOR,1991-10-01T00:00:00,L,AL,"Ray, Robbie",1,"Brentwood, TN",Robbie,592662,Ray,141,,Y
68,P,USA,240,CA,Stephen Strasburg,San Diego State,5,Strasburg,mlb,R,Stephen,was,San Diego,6,2010-06-08T00:00:00,Washington Nationals,WSH,1988-07-20T00:00:00,R,NL,"Strasburg, Stephen",1,"West Hills, Santee, CA",Stephen,544931,Strasburg,120,,Y
69,P,USA,215,NC,Alex Wood,Georgia,4,"Wood, A",mlb,R,Alex,sfn,Charlotte,6,2013-05-30T00:00:00,San Francisco Giants,SF,1991-01-12T00:00:00,L,NL,"Wood, Alex",1,"Ardrey Kell, Charlotte, NC",Alex,622072,Wood,137,,Y
70,P,USA,208,MO,Max Scherzer,Missouri,3,Scherzer,mlb,R,Max,lan,St. Louis,6,2008-04-29T00:00:00,Los Angeles Dodgers,LAD,1984-07-27T00:00:00,R,NL,"Scherzer, Max",1,"Parkway Central, Chesterfield, MO",Max,453286,Scherzer,119,,Y
71,P,USA,183,FL,Chris Sale,Florida Gulf Coast,6,Sale,mlb,L,Chris,bos,Lakeland,6,2010-08-06T00:00:00,Boston Red Sox,BOS,1989-03-30T00:00:00,L,AL,"Sale, Chris",1,"Lakeland, FL",Chris,519242,Sale,111,,Y
72,P,USA,195,NC,Chris Archer,,2,Archer,mlb,R,Chris,tba,Raleigh,6,2012-06-20T00:00:00,Tampa Bay Rays,TB,1988-09-26T00:00:00,R,AL,"Archer, Chris",1,"Clayton, NC",Chris,502042,Archer,139,,Y
73,P,USA,265,NY,Dellin Betances,,8,Betances,mlb,R,Dellin,nyn,New York,6,2011-09-22T00:00:00,New York Mets,NYM,1988-03-23T00:00:00,R,NL,"Betances, Dellin",1,"Grand Street Campus, Brooklyn, NY",Dellin,476454,Betances,121,,Y
74,P,Japan,220,,Yu Darvish,,5,Darvish,mlb,R,Yu,sdn,Osaka,6,2012-04-09T00:00:00,San Diego Padres,SD,1986-08-16T00:00:00,R,NL,"Darvish, Yu",1,"Tohoku, Sendai, JPN",Yu,506433,Darvish,135,,Y
75,P,USA,211,CA,Chris Devenski,Cal State Fullerton,3,Devenski,mlb,R,Chris,ari,Cerritos,6,2016-04-08T00:00:00,Arizona Diamondbacks,ARI,1990-11-13T00:00:00,R,NL,"Devenski, Chris",1,"Richard Gahr, Cerritos, CA",Chris,606965,Devenski,109,,Y
76,P,USA,224,OK,Michael Fulmer,,3,"Fulmer, M",mlb,R,Michael,det,Oklahoma City,6,2016-04-29T00:00:00,Detroit Tigers,DET,1993-03-15T00:00:00,R,AL,"Fulmer, Michael",1,"Deer Creek, Edmond, OK",Michael,605242,Fulmer,116,,Y
77,P,USA,205,OK,Dallas Keuchel,Arkansas,2,Keuchel,mlb,L,Dallas,cha,Tulsa,6,2012-06-17T00:00:00,Chicago White Sox,CWS,1988-01-01T00:00:00,L,AL,"Keuchel, Dallas",1,"Bishop Kelley, Tulsa, OK",Dallas,572971,Keuchel,145,,Y
